F, CR, fitness
0.05, 0.05, 32.61402422565733
1.025, 0.525, 0.12531172538902066
1.5125, 0.2875, 1.2189335975733828
0.5375, 0.7625, 2.0997763229572744E-85
0.78125, 0.40624999999999994, 5.619883057726335E-28
1.75625, 0.88125, 1161.7376267972093
1.26875, 0.16875, 5.816254736981734E-14
0.29375, 0.64375, 4.342948329897551
0.41562499999999997, 0.346875, 7.118534578085677E-135
1.390625, 0.821875, 1186.5761354162048
1.878125, 0.109375, 1.4392585497311064E-07
0.9031250000000001, 0.584375, 5.831254951429118E-05
0.659375, 0.22812499999999997, 1.0725345868420552E-65
1.634375, 0.703125, 1195.0496735734243
1.146875, 0.46562499999999996, 2.0898979273820713
0.171875, 0.940625, 449.0885440160925
0.23281249999999998, 0.4953125, 6.5522847727965985
1.2078125, 0.9703125, 1151.9189143996414
1.6953125, 0.2578125, 4.1422142461794556
0.7203125, 0.7328125, 4.917369512673488E-21
0.9640625, 0.13906249999999998, 2.6166870614069337E-34
1.9390625, 0.6140625000000001, 1180.825013158804
1.4515625, 0.37656249999999997, 77.19326317761949
0.4765625, 0.8515625, 0.18694956025523932
0.3546875, 0.1984375, 1.2752702410156365E-137
1.3296875, 0.6734375, 1176.415657654596
1.8171875, 0.4359375, 1110.2173228184981
0.8421875, 0.9109375, 2.1684154316257413E-12
0.5984375000000001, 0.31718749999999996, 1.8519360370863814E-74
1.5734375, 0.7921875, 1184.9686776753515
1.0859375, 0.0796875, 1.0171274391928182E-33
0.1109375, 0.5546875, 85.80053530708534
0.14140625, 0.30234374999999997, 12.813157198595063
1.11640625, 0.77734375, 916.8554100846876
1.60390625, 0.06484375, 1.621473877213612E-18
0.62890625, 0.53984375, 3.905106199853678E-50
0.87265625, 0.18359375, 1.1363845224869505E-37
1.84765625, 0.65859375, 1168.5468104140211
1.36015625, 0.42109375, 111.72882100112453
0.38515625, 0.89609375, 36.618114764507204
0.50703125, 0.12421875, 3.415123950326699E-93
1.48203125, 0.59921875, 1177.0684322840973
1.96953125, 0.36171875, 969.0547980846407
0.99453125, 0.83671875, 86.31291359207813
0.7507812500000001, 0.48046874999999994, 4.3513587929048675E-27
1.72578125, 0.95546875, 1184.8004304865997
1.23828125, 0.24296875, 2.72183128543881E-08
0.26328125, 0.71796875, 23.2912063677286
0.20234375, 0.27265625, 1.353265122366124
1.17734375, 0.74765625, 1068.469872263716
1.66484375, 0.51015625, 1158.7421262219113
0.68984375, 0.98515625, 1.1156086767921108E-24
0.93359375, 0.39140624999999996, 1.0903403054491643E-12
1.90859375, 0.86640625, 1201.2411974494655
1.42109375, 0.15390625, 6.232895528019259E-11
0.44609374999999996, 0.62890625, 7.981907454444421E-128
0.32421875, 0.45078124999999997, 0.00019134258937973065
1.29921875, 0.92578125, 1147.2172665720184
1.78671875, 0.21328124999999998, 0.3989883755113585
0.81171875, 0.6882812500000001, 7.187656829622832E-09
0.56796875, 0.09453125, 2.2184532636142234E-80
1.54296875, 0.56953125, 1148.6066306628684
1.05546875, 0.33203125, 2.5174972086114216E-09
0.08046875, 0.80703125, 336.9459340387606
0.095703125, 0.42851562499999996, 57.12439647282067
1.070703125, 0.903515625, 831.7278171173422
1.558203125, 0.19101562500000002, 6.722916899127342E-05
0.583203125, 0.666015625, 4.872790524818296E-60
0.8269531250000001, 0.072265625, 1.2838657105501148E-51
1.801953125, 0.547265625, 1163.267763687374
1.314453125, 0.309765625, 0.018054472504564514
0.33945312499999997, 0.784765625, 13.656125558455427
0.461328125, 0.250390625, 3.704671112488928E-114
1.436328125, 0.7253906250000001, 1170.1225769510497
1.923828125, 0.48789062499999997, 1173.2624935390706
0.948828125, 0.962890625, 365.6392795638586
0.705078125, 0.369140625, 5.6330772580994E-45
1.680078125, 0.844140625, 1180.5703482435395
1.192578125, 0.131640625, 1.841891399893809E-21
0.217578125, 0.606640625, 20.432554707337445
0.278515625, 0.161328125, 1.5946524492278967E-08
1.253515625, 0.636328125, 1072.4479595778764
1.741015625, 0.398828125, 951.3143215192484
0.766015625, 0.873828125, 2.9247613340041196E-20
1.009765625, 0.517578125, 0.02218312564614694
1.984765625, 0.992578125, 1177.8231964136164
1.497265625, 0.280078125, 0.46684849177408927
0.522265625, 0.755078125, 1.3213338593964913E-92
0.400390625, 0.33945312499999997, 4.748782500271765E-140
1.375390625, 0.814453125, 1170.1725297925889
1.862890625, 0.101953125, 1.4140235449604847E-08
0.887890625, 0.5769531250000001, 3.9319167608926815E-06
0.644140625, 0.220703125, 5.051556160910251E-69
1.619140625, 0.695703125, 1189.9222973020126
1.131640625, 0.458203125, 0.676375185967434
0.156640625, 0.933203125, 458.8603419156923
0.126171875, 0.17617187499999998, 6.0673075237834935
1.101171875, 0.6511718750000001, 443.57251152814496
1.588671875, 0.41367187499999997, 819.4113891466443
0.613671875, 0.888671875, 9.520498234248265E-68
0.857421875, 0.294921875, 3.6749256426072152E-28
1.832421875, 0.769921875, 1178.2605535537004
1.344921875, 0.057421875000000004, 1.742933145221114E-26
0.36992187499999996, 0.532421875, 2.940448362247089E-08
0.49179687499999997, 0.473046875, 4.7936533833931497E-104
1.466796875, 0.948046875, 1198.6413659031193
1.954296875, 0.235546875, 22.085458331926738
0.9792968750000001, 0.710546875, 7.3088221241486435
0.735546875, 0.116796875, 6.267471921651434E-59
1.710546875, 0.591796875, 1192.7590967826582
1.223046875, 0.35429687499999996, 0.018289425217482756
0.248046875, 0.829296875, 118.56236417546079
0.18710937500000002, 0.383984375, 5.299432905014408
1.162109375, 0.858984375, 1095.4698234219925
1.649609375, 0.146484375, 4.875154843731368E-07
0.6746093750000001, 0.621484375, 2.9277219391354043E-33
0.918359375, 0.26523437499999997, 1.2121966982909118E-24
1.893359375, 0.740234375, 1169.9701377407957
1.405859375, 0.502734375, 951.9910198628421
0.430859375, 0.977734375, 50.85552842770383
0.308984375, 0.087109375, 2.395213814030832E-117
1.283984375, 0.562109375, 958.9327025108747
1.771484375, 0.324609375, 319.99376214385285
0.796484375, 0.799609375, 1.1166912956280155E-10
0.552734375, 0.44335937499999994, 2.4583854971239163E-81
1.527734375, 0.918359375, 1188.7432740069926
1.040234375, 0.205859375, 3.0176203831855474E-21
0.065234375, 0.680859375, 250.33317804092331
0.0728515625, 0.3654296875, 80.93232597060599
1.0478515625, 0.8404296875, 353.2438559896062
1.5353515625, 0.1279296875, 4.9766871883617036E-11
0.5603515625000001, 0.6029296875, 1.8719107264419782E-70
0.8041015625, 0.24667968749999997, 9.544171645620561E-40
1.7791015625, 0.7216796875, 1191.8623486502718
1.2916015625, 0.48417968749999996, 308.67452993797343
0.3166015625, 0.9591796875, 270.8260605349847
0.4384765625, 0.0685546875, 3.3557066658551485E-93
1.4134765625, 0.5435546875, 1048.6572561899673
1.9009765625, 0.3060546875, 390.0398967179912
0.9259765625, 0.7810546875, 0.075041222666894
0.6822265625, 0.42480468749999994, 3.4276112556481257E-45
1.6572265625, 0.8998046875, 1171.1960224652041
1.1697265625, 0.1873046875, 4.60553773954873E-16
0.19472656249999998, 0.6623046875, 57.55552341720936
0.2556640625, 0.2169921875, 0.0399110919160259
1.2306640625, 0.6919921875, 1106.9398339699685
1.7181640625, 0.4544921875, 1095.6433400959236
0.7431640625, 0.9294921875, 4.8874596351251115E-30
0.9869140625, 0.33574218749999996, 6.404775423652715E-13
1.9619140625, 0.8107421875, 1197.6065676597257
1.4744140625, 0.0982421875, 3.1640514488025297E-16
0.4994140625, 0.5732421875, 1.4348047657924256E-98
0.37753906249999997, 0.5138671875, 4.8931086203410186E-17
1.3525390625, 0.9888671875, 1145.1354816059272
1.8400390625, 0.2763671875, 85.5392325960287
0.8650390625000001, 0.7513671875, 0.00036646043038226025
0.6212890625, 0.15761718749999998, 3.5913184335027277E-75
1.5962890625, 0.6326171875000001, 1184.4640551022396
1.1087890625, 0.39511718749999997, 0.0011327437966712239
0.1337890625, 0.8701171875, 387.67606386269625
0.1642578125, 0.1130859375, 1.291177579179505
1.1392578125, 0.5880859375, 290.3206454700971
1.6267578125, 0.3505859375, 238.25534154969674
0.6517578125, 0.8255859375, 6.8159033987459726E-43
0.8955078125, 0.46933593749999997, 1.4624570408486502E-10
1.8705078125, 0.9443359375, 1167.1593505237252
1.3830078125, 0.23183593749999998, 2.4761885661002957E-05
0.40800781249999996, 0.7068359375000001, 1.7583991472962321E-06
0.5298828125, 0.2912109375, 7.089549805129242E-95
1.5048828125, 0.7662109375, 1192.310051387176
1.9923828125, 0.0537109375, 1.8479425653051164E-14
1.0173828125, 0.5287109375, 0.08383865087105681
0.7736328125, 0.1724609375, 9.142601235563862E-51
1.7486328125, 0.6474609375, 1136.9103921825688
1.2611328125, 0.40996093749999996, 5.444127571356118
0.2861328125, 0.8849609375, 132.39390450816197
0.22519531250000002, 0.4396484375, 3.0790587864991275
1.2001953125, 0.9146484375, 1127.3435131794581
1.6876953125, 0.2021484375, 0.015097238764436468
0.7126953125000001, 0.6771484375, 4.0340528302897846E-23
0.9564453125, 0.0833984375, 5.171541866605554E-41
1.9314453125, 0.5583984375000001, 1165.2637467477184
1.4439453125, 0.32089843749999997, 2.7872827626269987
0.4689453125, 0.7958984375, 6.082005158573068E-39
0.3470703125, 0.2615234375, 1.284812306039423E-150
1.3220703125, 0.7365234375, 1140.6208357016808
1.8095703125, 0.49902343749999994, 1171.586661568205
0.8345703125, 0.9740234375, 38.982122616110196
0.5908203125, 0.3802734375, 1.1049045498773577E-72
1.5658203125, 0.8552734375, 1160.3231447469443
1.0783203125, 0.1427734375, 6.147996491604586E-26
0.10332031250000001, 0.6177734375, 137.35160039401302
0.0880859375, 0.2392578125, 34.24741273872822
1.0630859375, 0.7142578125, 364.56954934003505
1.5505859375, 0.4767578125, 1034.086767541034
0.5755859375, 0.9517578125, 6.485382708876794E-54
0.8193359375, 0.35800781249999997, 5.6080582457275976E-27
1.7943359375, 0.8330078125, 1169.23333043543
1.3068359375, 0.1205078125, 2.522546115939903E-18
0.33183593749999996, 0.5955078125000001, 0.30243602587206503
0.45371093749999997, 0.4173828125, 1.3767746799566805E-121
1.4287109375, 0.8923828125, 1185.4093323213358
1.9162109375, 0.1798828125, 0.09391060939589721
0.9412109375000001, 0.6548828125, 0.18867650219329707
0.6974609375, 0.0611328125, 7.789808499616327E-63
1.6724609375, 0.5361328125, 1132.1324232509621
1.1849609375, 0.2986328125, 2.720132462892826E-06
0.2099609375, 0.7736328125, 91.64611688132548
0.2708984375, 0.3283203125, 0.19076701647288274
1.2458984375, 0.8033203125, 1192.9987225619454
1.7333984375, 0.0908203125, 5.917241421908856E-12
0.7583984375, 0.5658203125, 5.504530067613344E-20
1.0021484375, 0.20957031250000002, 1.9432136094500675E-23
1.9771484375, 0.6845703125, 1175.067547230671
1.4896484375, 0.44707031249999996, 822.3891549750876
0.5146484375, 0.9220703125, 4.5071485541218746E-23
0.3927734375, 0.1501953125, 1.9613344157297555E-119
1.3677734375, 0.6251953125, 1140.6829405409133
1.8552734375, 0.3876953125, 1005.796100149599
0.8802734375, 0.8626953125, 2.3071254416407742E-06
0.6365234375000001, 0.5064453125, 2.718118002339874E-50
1.6115234375, 0.9814453125, 1157.1995065516483
1.1240234375, 0.2689453125, 1.2122724937385685E-10
0.1490234375, 0.7439453125000001, 166.41609966441484
0.1185546875, 0.4916015625, 54.8950492660048
1.0935546875, 0.9666015625, 1105.1729667133075
1.5810546875, 0.2541015625, 0.33686030812052
0.6060546875, 0.7291015625, 4.147753794993013E-52
0.8498046875, 0.1353515625, 5.1745618641421205E-45
1.8248046875, 0.6103515625, 1175.6862517197926
1.3373046875, 0.37285156249999996, 5.359731286498609
0.3623046875, 0.8478515625, 24.316509572493924
0.48417968749999996, 0.19472656249999998, 8.958467091732456E-105
1.4591796875, 0.6697265625000001, 1169.9134212609865
1.9466796875, 0.43222656249999997, 1138.7065968140514
0.9716796875, 0.9072265625, 200.44918880651406
0.7279296875, 0.3134765625, 1.842241885883343E-45
1.7029296875, 0.7884765625, 1180.441210155065
1.2154296875, 0.0759765625, 2.7420375789699E-28
0.2404296875, 0.5509765625, 4.98845721160725
0.1794921875, 0.1056640625, 0.23944206135761403
1.1544921875, 0.5806640625, 352.559801979142
1.6419921875, 0.3431640625, 213.5109175306357
0.6669921875, 0.8181640625, 3.7299675142622714E-37
0.9107421875, 0.46191406249999994, 7.055451215227906E-10
1.8857421875, 0.9369140625, 1207.3557383567095
1.3982421875, 0.2244140625, 1.6113805172096483E-05
0.4232421875, 0.6994140625, 5.1726323745441434E-23
0.30136718749999997, 0.4025390625, 0.013267961270361037
1.2763671875, 0.8775390625, 1185.404565424348
1.7638671875, 0.1650390625, 0.0005236914947767951
0.7888671875000001, 0.6400390625, 1.5253271499450984E-12
0.5451171875, 0.28378906249999997, 1.147511773117943E-90
1.5201171875, 0.7587890625, 1179.670814961816
1.0326171874999999, 0.5212890625, 0.14520454869100066
0.0576171875, 0.9962890625, 864.5426358866499
0.061425781250000006, 0.52314453125, 160.3048726571049
1.03642578125, 0.99814453125, 1100.4077224205646
1.52392578125, 0.28564453125, 1.3135490840181139
0.54892578125, 0.76064453125, 3.069250150408397E-79
0.79267578125, 0.16689453124999998, 9.00477687504997E-49
1.76767578125, 0.6418945312500001, 1164.2044584345256
1.28017578125, 0.40439453124999997, 7.072046454787752
0.30517578125, 0.87939453125, 117.73808457260729
0.42705078124999996, 0.22626953125, 4.86815932096476E-122
1.40205078125, 0.70126953125, 1147.0917764783258
1.88955078125, 0.46376953125, 1142.3409281605273
0.91455078125, 0.93876953125, 122.02817766190375
0.67080078125, 0.34501953124999996, 1.311518638097165E-54
1.64580078125, 0.82001953125, 1217.9132998889934
1.15830078125, 0.10751953125, 2.8004567350302393E-26
0.18330078125, 0.58251953125, 30.719751111535732
0.24423828125000002, 0.07783203125, 2.1256098981254814E-11
1.21923828125, 0.55283203125, 567.8365743020491
1.70673828125, 0.31533203125, 129.55147926840252
0.7317382812500001, 0.79033203125, 5.088844779084084E-20
0.97548828125, 0.43408203124999994, 2.1288155585451345E-07
1.95048828125, 0.90908203125, 1177.9840572116275
1.46298828125, 0.19658203125, 3.3315327881945352E-06
0.48798828125, 0.67158203125, 1.3454673989420298E-105
0.36611328125, 0.37470703125, 1.1448712112777258E-147
1.34111328125, 0.84970703125, 1163.7154889950557
1.82861328125, 0.13720703125, 1.829216150219004E-05
0.85361328125, 0.61220703125, 2.3277119730503836E-07
0.60986328125, 0.25595703124999997, 6.824706722020083E-75
1.58486328125, 0.73095703125, 1163.1274688895792
1.09736328125, 0.49345703124999996, 1.2260791758955614
0.12236328125, 0.96845703125, 605.0279002509186
0.15283203125, 0.27080078125, 6.350921967771951
1.12783203125, 0.74580078125, 902.8504977103283
1.61533203125, 0.50830078125, 1121.140055566482
0.64033203125, 0.98330078125, 7.225531844951512E-25
0.8840820312500001, 0.38955078125, 6.935943917332442E-17
1.85908203125, 0.86455078125, 1202.8371306943397
1.37158203125, 0.15205078125, 2.0767382059411755E-12
0.39658203124999997, 0.62705078125, 0.0006464869276756269
0.51845703125, 0.44892578125, 1.247143341318701E-93
1.49345703125, 0.92392578125, 1161.3097120671098
1.98095703125, 0.21142578125, 5.518010126309248
1.00595703125, 0.68642578125, 23.895469886603514
0.76220703125, 0.09267578125, 7.619242249323425E-57
1.73720703125, 0.5676757812500001, 1179.2619175761793
1.24970703125, 0.33017578124999997, 0.006462694321557555
0.27470703125, 0.80517578125, 61.09696191087884
0.21376953124999998, 0.30048828125, 1.3437946670356016
1.18876953125, 0.77548828125, 1133.8050341096557
1.67626953125, 0.06298828125, 1.9630355273409898E-17
0.70126953125, 0.53798828125, 3.838799822969485E-32
0.94501953125, 0.18173828125000002, 4.3340740635782624E-31
1.92001953125, 0.65673828125, 1175.6666809134185
1.43251953125, 0.41923828124999996, 309.2611437691778
0.45751953125, 0.89423828125, 3.3602002749138715
0.33564453125, 0.12236328125, 6.726592721475085E-124
1.31064453125, 0.59736328125, 1072.320306863727
1.79814453125, 0.35986328125, 801.8713237933499
0.82314453125, 0.83486328125, 1.2469024214284523E-09
0.5793945312500001, 0.47861328124999997, 7.038087627407079E-70
1.55439453125, 0.95361328125, 1188.8449526081483
1.06689453125, 0.24111328124999998, 5.664079683310527E-16
0.09189453125, 0.7161132812500001, 218.17215644243208
0.10712890625, 0.14462890625, 10.103984670512576
1.08212890625, 0.61962890625, 126.82052262494133
1.56962890625, 0.38212890624999996, 434.77041707915583
0.59462890625, 0.85712890625, 1.299755854682316E-70
0.83837890625, 0.50087890625, 5.938108766461584E-14
1.81337890625, 0.97587890625, 1175.4826790715258
1.32587890625, 0.26337890625, 0.0001321785220278821
0.35087890624999996, 0.73837890625, 2.173360652692507
0.47275390624999997, 0.32275390625, 6.083921871458213E-113
1.44775390625, 0.79775390625, 1198.946695877239
1.93525390625, 0.08525390625000001, 6.610608641176314E-10
0.9602539062500001, 0.56025390625, 0.007511368238160913
0.71650390625, 0.20400390624999998, 6.989985770370217E-57
1.69150390625, 0.6790039062500001, 1181.2127309261512
1.20400390625, 0.44150390624999997, 5.686374487117814
0.22900390625, 0.91650390625, 300.5983395705424
0.28994140625, 0.41181640625, 0.2639117226297396
1.26494140625, 0.88681640625, 1173.2558178715408
1.75244140625, 0.17431640625, 0.0015932395558807327
0.77744140625, 0.64931640625, 1.1346419791740786E-13
1.02119140625, 0.055566406250000006, 3.3685206349805897E-40
1.99619140625, 0.53056640625, 1172.42437376744
1.50869140625, 0.29306640624999997, 1.606588449340061
0.53369140625, 0.76806640625, 1.4440098496791624E-87
0.41181640625, 0.23369140625, 3.441472344957891E-127
1.38681640625, 0.70869140625, 1151.9686501062215
1.87431640625, 0.47119140624999994, 1154.3556394624454
0.89931640625, 0.94619140625, 78.71068959044506
0.6555664062500001, 0.35244140625, 1.624873810233333E-57
1.63056640625, 0.82744140625, 1188.1655570181708
1.14306640625, 0.11494140625, 5.141095309270613E-26
0.16806640625, 0.58994140625, 46.66372540028933
0.13759765625, 0.39697265625, 22.520404366430576
1.11259765625, 0.87197265625, 702.5692320582237
1.60009765625, 0.15947265625, 1.1416778621755793E-06
0.62509765625, 0.63447265625, 2.2150060129082806E-46
0.86884765625, 0.27822265625, 1.7075880655072262E-28
1.84384765625, 0.7532226562500001, 1154.1652654173474
1.35634765625, 0.51572265625, 907.0520137305207
0.38134765625, 0.99072265625, 307.03072575216544
0.50322265625, 0.10009765625, 1.1069477245631472E-90
1.47822265625, 0.57509765625, 1139.8487334077806
1.96572265625, 0.33759765625, 861.0836135350588
0.99072265625, 0.81259765625, 8.131467008741668
0.74697265625, 0.45634765624999996, 1.7825844396411115E-29
1.72197265625, 0.93134765625, 1201.5155749643843
1.23447265625, 0.21884765625000002, 2.1032335264260575E-10
0.25947265625, 0.69384765625, 19.635795892027303
0.19853515625, 0.18916015625, 0.5697701593883295
1.17353515625, 0.66416015625, 987.1141690632696
1.66103515625, 0.42666015625, 969.936025859454
0.68603515625, 0.90166015625, 4.2141452394998655E-43
0.92978515625, 0.30791015624999996, 1.3270401458745153E-19
1.90478515625, 0.78291015625, 1180.6880406476557
1.41728515625, 0.07041015625, 4.326946374449957E-22
0.44228515625, 0.54541015625, 7.79408846376883E-128
0.32041015624999997, 0.48603515625, 0.016036691165234852
1.29541015625, 0.96103515625, 1162.333320773517
1.78291015625, 0.24853515625, 8.196566720801858
0.8079101562500001, 0.72353515625, 7.172873714707181E-09
0.56416015625, 0.12978515625, 5.766598554837045E-84
1.53916015625, 0.6047851562500001, 1186.7664288617614
1.05166015625, 0.36728515624999997, 2.564125553503965E-07
0.07666015625, 0.84228515625, 443.95104220655406
0.06904296875, 0.20771484375, 49.02377378586566
1.04404296875, 0.68271484375, 151.3119555383468
1.53154296875, 0.44521484375, 872.3298293342428
0.55654296875, 0.92021484375, 4.820577152840284E-77
0.80029296875, 0.32646484374999996, 1.4306808486243722E-32
1.77529296875, 0.80146484375, 1176.6354940769572
1.28779296875, 0.08896484375, 1.9693879238665718E-23
0.31279296874999996, 0.56396484375, 0.3149765857862112
0.43466796874999997, 0.50458984375, 3.9719244008100273E-131
1.40966796875, 0.97958984375, 1165.4034173240263
1.89716796875, 0.26708984375, 78.42455778335051
0.9221679687500001, 0.74208984375, 0.09069280551631423
0.67841796875, 0.14833984374999998, 7.673951502055752E-66
1.65341796875, 0.6233398437500001, 1168.4023836317076
1.16591796875, 0.38583984374999997, 0.01551591969965549
0.19091796875, 0.86083984375, 271.0358404751415
0.25185546875, 0.35615234375, 0.5694436865295549
1.22685546875, 0.83115234375, 1079.9645693783639
1.71435546875, 0.11865234375, 7.659515755568453E-09
0.73935546875, 0.59365234375, 1.0778965495584666E-21
0.98310546875, 0.23740234374999997, 5.386850508789897E-22
1.95810546875, 0.71240234375, 1155.2902674550812
1.47060546875, 0.47490234374999996, 946.6950469436755
0.49560546875, 0.94990234375, 6.170828912547789
0.37373046875, 0.05927734375, 5.153114944382037E-99
1.34873046875, 0.53427734375, 985.2002105638177
1.83623046875, 0.29677734375, 192.47967835962046
0.86123046875, 0.77177734375, 0.00010308241414206804
0.6174804687500001, 0.41552734374999994, 1.6911568713461328E-62
1.59248046875, 0.89052734375, 1174.5758882723749
1.10498046875, 0.17802734375, 2.409148107895519E-20
0.12998046875, 0.65302734375, 103.03147631377989
0.16044921875, 0.46005859374999997, 25.453843470539553
1.13544921875, 0.93505859375, 1109.7701923418595
1.62294921875, 0.22255859374999998, 0.036373388517340614
0.64794921875, 0.6975585937500001, 1.9709693102242402E-38
0.89169921875, 0.10380859375, 4.589089995307204E-44
1.86669921875, 0.57880859375, 1159.534366240499
1.37919921875, 0.34130859375, 2.1949299217679896
0.40419921875, 0.81630859375, 3.495483300054438
0.52607421875, 0.28193359375, 5.136079030363217E-96
1.50107421875, 0.75693359375, 1185.1771627740914
1.98857421875, 0.51943359375, 1170.9164104094061
1.0135742187499999, 0.99443359375, 958.3168113664236
0.7698242187500001, 0.40068359374999996, 2.6004167993040024E-30
1.74482421875, 0.87568359375, 1179.7685928611706
1.25732421875, 0.16318359375, 5.558542533587676E-15
0.28232421875, 0.63818359375, 3.9588453978279974
0.22138671875, 0.13349609375, 0.015226925320710178
1.19638671875, 0.60849609375, 845.5672193454722
1.68388671875, 0.37099609375, 691.2839254847516
0.70888671875, 0.84599609375, 7.553252740485751E-29
0.95263671875, 0.48974609374999994, 6.991605580464398E-06
1.92763671875, 0.96474609375, 1169.3597735526662
1.44013671875, 0.25224609375, 0.004725248103796465
0.46513671874999996, 0.72724609375, 3.522214347419452E-42
0.34326171875, 0.31162109374999997, 3.509752897841545E-106
1.31826171875, 0.78662109375, 1186.8041105621357
1.80576171875, 0.07412109375, 3.177364279929288E-13
0.83076171875, 0.54912109375, 5.706092723251141E-12
0.58701171875, 0.19287109375, 1.2657232333609645E-81
1.56201171875, 0.66787109375, 1142.667554083611
1.07451171875, 0.43037109375, 0.0025481029824314287
0.09951171875, 0.90537109375, 507.8394554732378
0.08427734375000001, 0.33388671875, 54.95774154067736
1.05927734375, 0.80888671875, 339.3235550756278
1.54677734375, 0.09638671875, 8.032932766473669E-15
0.57177734375, 0.57138671875, 3.0949609703753716E-67
0.81552734375, 0.21513671875, 2.7221838644880146E-41
1.79052734375, 0.69013671875, 1170.255828158309
1.30302734375, 0.45263671874999994, 130.71545206529095
0.32802734375, 0.92763671875, 159.39365683542883
0.44990234375, 0.15576171875, 2.652899058912493E-108
1.42490234375, 0.63076171875, 1157.5222119556652
1.91240234375, 0.39326171875, 1038.863959006027
0.93740234375, 0.86826171875, 0.018759575927966086
0.6936523437500001, 0.51201171875, 1.1611681698620021E-35
1.66865234375, 0.98701171875, 1175.1733598671854
1.18115234375, 0.27451171874999997, 5.9367011493750664E-08
0.20615234375000002, 0.74951171875, 87.39992414835697
0.26708984375, 0.24482421875, 0.08646650726997025
1.24208984375, 0.71982421875, 1149.4536019311597
1.72958984375, 0.48232421875, 1106.5290257068204
0.75458984375, 0.95732421875, 1.2424031932464641E-30
0.9983398437500001, 0.36357421874999996, 2.853023445562218E-10
1.97333984375, 0.83857421875, 1183.7800672526162
1.48583984375, 0.12607421875, 2.1840640780482343E-12
0.51083984375, 0.60107421875, 1.488598144214326E-92
0.38896484374999996, 0.42294921874999997, 6.44462549519132E-117
1.36396484375, 0.89794921875, 1176.3874329005678
1.85146484375, 0.18544921874999998, 0.06882669178271536
0.87646484375, 0.6604492187500001, 0.0001801759844241481
0.63271484375, 0.06669921875, 8.339252765862687E-70
1.60771484375, 0.54169921875, 1150.5767914646008
1.12021484375, 0.30419921875, 2.634025169754606E-08
0.14521484375, 0.77919921875, 219.50566890486877
0.11474609375, 0.08154296875, 3.200182729425211
1.08974609375, 0.55654296875, 20.3675125963145
1.57724609375, 0.31904296875, 31.91279719596805
0.60224609375, 0.79404296875, 1.030465187810606E-57
0.8459960937500001, 0.43779296874999996, 2.9687347468007905E-17
1.82099609375, 0.91279296875, 1191.372559259956
1.33349609375, 0.20029296875000002, 6.7950229955167395E-09
0.35849609374999997, 0.67529296875, 0.3954377300090084
0.48037109375, 0.37841796875, 1.4375268627289958E-110
1.45537109375, 0.85341796875, 1179.6821288981785
1.94287109375, 0.14091796875, 0.0005196733984533142
0.96787109375, 0.61591796875, 0.30992617995349825
0.72412109375, 0.25966796875, 5.0712727011761423E-51
1.69912109375, 0.7346679687500001, 1175.2921629572909
1.21162109375, 0.49716796874999997, 96.87920531242672
0.23662109375, 0.97216796875, 418.5963515394356
0.17568359374999998, 0.46748046875, 16.54525242093687
1.15068359375, 0.94248046875, 1119.0696211994655
1.63818359375, 0.22998046875, 0.11308639959030885
0.66318359375, 0.70498046875, 4.786838279878257E-34
0.90693359375, 0.11123046875, 4.211658475403383E-42
1.88193359375, 0.5862304687500001, 1174.8496189930786
1.39443359375, 0.34873046874999997, 5.830680941235916
0.41943359375, 0.82373046875, 1.4560659298860406
0.29755859375, 0.17060546875, 3.817932862873437E-11
1.27255859375, 0.64560546875, 1071.461276643997
1.76005859375, 0.40810546875, 1016.5779800956192
0.78505859375, 0.88310546875, 1.7759041763790763E-17
0.54130859375, 0.28935546875, 9.293849365527667E-92
1.51630859375, 0.76435546875, 1142.7981606529404
1.02880859375, 0.05185546875, 3.970544868256172E-40
0.05380859375, 0.52685546875, 177.09774656981764
0.055712890625000004, 0.28842773437499997, 91.9379134676498
1.030712890625, 0.763427734375, 219.6936927255723
1.518212890625, 0.050927734375000006, 4.305881815953282E-23
